Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4
-10292,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008510,CL_0000737,Prodcom Elements,CI_0021516
9693,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008510,CL_0000737,Prodcom Elements,CI_0021517
3547890,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008516,CL_0000737,Prodcom Elements,CI_0021509
100189,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008516,CL_0000737,Prodcom Elements,CI_0021510
3648079,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008516,CL_0000737,Prodcom Elements,CI_0021511
457371,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008516,CL_0000737,Prodcom Elements,CI_0021512
11835,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008516,CL_0000737,Prodcom Elements,CI_0021513
5465,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008516,CL_0000737,Prodcom Elements,CI_0021514
44211,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008516,CL_0000737,Prodcom Elements,CI_0021515
334386,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008516,CL_0000737,Prodcom Elements,CI_0021516
4501349,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008516,CL_0000737,Prodcom Elements,CI_0021517
4105281,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008530,CL_0000737,Prodcom Elements,CI_0021509
7470,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008530,CL_0000737,Prodcom Elements,CI_0021510
4112750,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008530,CL_0000737,Prodcom Elements,CI_0021511
313276,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008530,CL_0000737,Prodcom Elements,CI_0021512
29542,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008530,CL_0000737,Prodcom Elements,CI_0021515
-183929,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008530,CL_0000737,Prodcom Elements,CI_0021516
4286173,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008530,CL_0000737,Prodcom Elements,CI_0021517
1660008,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008537,CL_0000737,Prodcom Elements,CI_0021509
2321,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008537,CL_0000737,Prodcom Elements,CI_0021510
1662329,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008537,CL_0000737,Prodcom Elements,CI_0021511
321554,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008537,CL_0000737,Prodcom Elements,CI_0021512
4448,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008537,CL_0000737,Prodcom Elements,CI_0021515
134927,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008537,CL_0000737,Prodcom Elements,CI_0021516
2123855,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008537,CL_0000737,Prodcom Elements,CI_0021517
12928322,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000100,CL_0000737,Prodcom Elements,CI_0021509
360118,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000100,CL_0000737,Prodcom Elements,CI_0021510
13288440,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000100,CL_0000737,Prodcom Elements,CI_0021511
1332221,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000100,CL_0000737,Prodcom Elements,CI_0021512
219175,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000100,CL_0000737,Prodcom Elements,CI_0021515
256945,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000100,CL_0000737,Prodcom Elements,CI_0021516
15261734,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000100,CL_0000737,Prodcom Elements,CI_0021517
3391413,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008540,CL_0000737,Prodcom Elements,CI_0021509
111914,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008540,CL_0000737,Prodcom Elements,CI_0021512
13642,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008540,CL_0000737,Prodcom Elements,CI_0021513
121279,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008540,CL_0000737,Prodcom Elements,CI_0021515
207596,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008540,CL_0000737,Prodcom Elements,CI_0021516
4065091,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008540,CL_0000737,Prodcom Elements,CI_0021517
43736,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008549,CL_0000737,Prodcom Elements,CI_0021509
583,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008549,CL_0000737,Prodcom Elements,CI_0021513
6,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008549,CL_0000737,Prodcom Elements,CI_0021514
-1540,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008549,CL_0000737,Prodcom Elements,CI_0021516
45655,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008549,CL_0000737,Prodcom Elements,CI_0021517
859202,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008558,CL_0000737,Prodcom Elements,CI_0021509
166,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008558,CL_0000737,Prodcom Elements,CI_0021510
859368,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008558,CL_0000737,Prodcom Elements,CI_0021511
34044,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008558,CL_0000737,Prodcom Elements,CI_0021513
2062,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008558,CL_0000737,Prodcom Elements,CI_0021515
-361115,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008558,CL_0000737,Prodcom Elements,CI_0021516
558735,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008558,CL_0000737,Prodcom Elements,CI_0021517
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008560,CL_0000737,Prodcom Elements,CI_0021509
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008560,CL_0000737,Prodcom Elements,CI_0021510
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008560,CL_0000737,Prodcom Elements,CI_0021511
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008560,CL_0000737,Prodcom Elements,CI_0021512
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008560,CL_0000737,Prodcom Elements,CI_0021513
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008560,CL_0000737,Prodcom Elements,CI_0021514
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008560,CL_0000737,Prodcom Elements,CI_0021515
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008560,CL_0000737,Prodcom Elements,CI_0021516
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008560,CL_0000737,Prodcom Elements,CI_0021517
3285923,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008562,CL_0000737,Prodcom Elements,CI_0021509
251,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008562,CL_0000737,Prodcom Elements,CI_0021510
3286174,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008562,CL_0000737,Prodcom Elements,CI_0021511
1009721,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008562,CL_0000737,Prodcom Elements,CI_0021512
68991,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008562,CL_0000737,Prodcom Elements,CI_0021513
1388,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008562,CL_0000737,Prodcom Elements,CI_0021514
82039,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008562,CL_0000737,Prodcom Elements,CI_0021515
496922,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008562,CL_0000737,Prodcom Elements,CI_0021516
4945235,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008562,CL_0000737,Prodcom Elements,CI_0021517
518581,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008566,CL_0000737,Prodcom Elements,CI_0021509
71236,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008566,CL_0000737,Prodcom Elements,CI_0021512
15681,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008566,CL_0000737,Prodcom Elements,CI_0021513
6821,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008566,CL_0000737,Prodcom Elements,CI_0021514
36960,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008566,CL_0000737,Prodcom Elements,CI_0021516
651965,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008566,CL_0000737,Prodcom Elements,CI_0021517
4829466,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008569,CL_0000737,Prodcom Elements,CI_0021509
112615,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008569,CL_0000737,Prodcom Elements,CI_0021512
11042,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008569,CL_0000737,Prodcom Elements,CI_0021515
-121877,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008569,CL_0000737,Prodcom Elements,CI_0021516
4995052,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0008569,CL_0000737,Prodcom Elements,CI_0021517
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000099,CL_0000737,Prodcom Elements,CI_0021509
1614611,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000099,CL_0000737,Prodcom Elements,CI_0021510
1614611,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000099,CL_0000737,Prodcom Elements,CI_0021511
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000099,CL_0000737,Prodcom Elements,CI_0021513
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000099,CL_0000737,Prodcom Elements,CI_0021514
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000099,CL_0000737,Prodcom Elements,CI_0021516
1878909,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000099,CL_0000737,Prodcom Elements,CI_0021517
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0003613,CL_0000737,Prodcom Elements,CI_0021509
1614611,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0003613,CL_0000737,Prodcom Elements,CI_0021510
1614611,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0003613,CL_0000737,Prodcom Elements,CI_0021511
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0003613,CL_0000737,Prodcom Elements,CI_0021513
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0003613,CL_0000737,Prodcom Elements,CI_0021514
0,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0003613,CL_0000737,Prodcom Elements,CI_0021516
1878909,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0003613,CL_0000737,Prodcom Elements,CI_0021517
3800623,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000362,CL_0000737,Prodcom Elements,CI_0021509
458409,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000362,CL_0000737,Prodcom Elements,CI_0021512
111786,,,2011STATH,Geographic_Area,K04000001,time,Year,2014,CL_0001480,NACE,CI_0000362,CL_0000737,Prodcom Elements,CI_0021513
